519,248,101,26,2,0,0,1,0,0,0,0,0,0,0,343,140,35,7,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,438,258,56,2,3,0,0,0,0,0,0,0,0,0,217,250,154,40,5,0,3,0,0,0,0,0,0,0,0,16,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,7,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,177,552,222,22,6,4,0,1,0,0,0,0,0,0,69,141,190,79,20,4,1,1,0,0,1,0,0,0,0,7,6,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,44,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,42,147,774,133,18,9,3,1,1,1,1,0,0,0,36,55,109,164,77,25,8,0,3,0,0,0,0,0,0,4,6,6,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,3,22,88,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,12,48,210,667,151,70,13,5,2,3,3,0,0,0,9,18,53,143,219,86,24,9,1,0,0,0,0,0,0,4,3,2,9,8,7,3,1,0,0,0,1,0,0,0,2,2,1,3,3,0,0,1,0,0,0,0,0,0,0,2,2,0,3,2,0,0,1,0,0,0,1,0,0,0,3,2,7,34,30,3,1,2,0,2,1,0,0,0,0,1,0,0,0
5,8,29,84,243,548,230,61,13,10,6,5,2,1,0,8,6,14,63,144,237,151,45,10,2,1,2,1,1,0,4,2,6,5,14,6,6,1,0,0,0,0,0,0,0,1,1,2,3,0,2,1,3,0,0,1,0,1,0,0,1,0,2,8,2,3,2,1,0,0,0,0,3,0,0,0,1,7,16,14,8,9,5,1,2,7,1,0,0,0,2,2,0,0
7,4,11,39,97,217,647,208,73,27,16,5,2,0,1,3,5,8,18,55,149,292,129,42,24,9,4,1,0,1,2,4,2,2,6,8,15,8,2,1,2,0,1,1,0,0,4,2,4,2,3,0,0,1,1,1,0,0,0,1,2,2,3,5,2,3,3,1,0,1,0,0,0,0,0,2,1,5,11,13,5,12,13,4,2,1,2,1,1,0,4,3,1,0
2,3,6,19,24,56,233,651,222,85,34,14,5,4,0,2,3,6,14,24,50,154,296,166,63,23,7,2,0,2,1,2,0,4,2,3,9,11,11,4,5,4,1,1,0,1,0,0,0,0,1,1,0,2,3,2,1,1,0,0,0,1,0,3,1,1,2,1,1,1,1,2,0,1,1,1,2,1,5,10,4,11,24,10,6,6,10,1,1,0,13,10,2,0
1,0,0,14,14,15,63,214,588,229,86,30,7,2,3,0,1,0,1,9,20,34,190,262,177,68,11,13,4,3,1,0,0,1,1,3,2,6,11,8,4,6,1,3,2,0,0,0,0,1,0,0,1,0,1,2,2,1,2,0,0,0,1,0,0,1,5,1,4,0,1,3,0,0,0,1,0,0,1,2,3,2,6,18,11,13,7,0,1,1,12,10,1,0
1,0,0,3,7,4,20,57,204,597,240,67,19,5,5,0,0,0,4,2,5,6,42,125,258,130,54,15,11,8,0,1,0,0,2,2,1,4,7,6,7,5,2,3,1,0,0,0,1,0,0,0,1,2,1,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,5,2,1,3,1,1,1,0,3,1,0,1,4,6,10,20,11,0,2,1,16,12,2,0
0,0,0,2,0,4,8,20,36,145,562,194,42,14,10,0,0,0,1,1,0,1,7,39,116,206,117,29,21,13,0,0,0,0,0,1,0,1,2,6,8,12,2,4,0,1,1,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,1,0,1,0,2,1,2,3,4,1,1,0,0,0,0,0,0,0,1,3,1,7,45,35,3,2,3,22,18,0,0
0,0,0,1,1,1,0,5,6,25,140,567,153,52,23,0,0,0,0,0,0,1,3,12,30,102,246,122,49,27,0,0,0,0,0,0,0,0,0,1,3,11,5,5,3,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,1,0,0,1,1,0,1,2,4,1,1,0,0,0,0,1,0,1,0,0,0,1,17,60,8,5,2,26,21,1,1
0,0,0,1,0,1,1,2,2,8,25,191,380,197,77,1,0,0,2,0,0,0,2,2,5,22,120,208,172,70,0,0,0,0,0,0,0,0,0,1,1,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,24,16,6,7,38,30,5,1
0,0,0,1,0,0,1,0,1,2,14,68,281,420,215,0,0,0,1,0,1,1,0,0,2,7,38,149,276,147,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,5,7,5,8,51,58,2,0
0,1,0,0,0,0,0,1,0,3,9,61,117,276,365,0,0,0,0,0,0,0,1,0,0,6,17,50,164,219,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,3,7,65,56,5,0
8,6,4,1,0,0,0,0,0,0,0,0,0,0,0,515,234,95,21,8,3,2,2,0,0,0,0,0,0,0,360,132,44,3,4,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,8,8,0,0,0,0,0,0,0,0,0,0,0,318,386,228,48,9,3,1,2,0,0,0,0,0,0,0,232,256,159,25,5,4,1,1,0,0,0,0,0,0,0,10,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,24,16,1,1,1,0,0,0,0,0,0,0,0,115,171,457,167,31,3,6,1,1,0,0,0,0,0,0,101,134,238,98,26,5,1,0,0,0,0,0,0,0,0,7,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,13,41,12,1,2,0,0,2,0,0,0,0,0,40,53,167,532,111,27,18,1,0,0,0,0,0,0,0,33,47,130,239,107,24,14,2,2,0,0,0,0,0,0,3,2,3,7,4,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,23,42,12,0,0,1,1,0,1,0,0,0,11,17,48,218,502,164,51,5,3,1,0,0,2,0,0,14,13,47,176,241,120,33,14,1,0,1,1,0,1,0,1,5,1,4,4,11,1,0,0,0,0,0,1,0,0,3,0,1,5,1,2,1,1,0,0,0,1,0,0,0,3,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,1,7,10,19,10,3,0,1,0,0,0,2,0,7,10,13,80,225,606,228,35,2,3,3,0,0,1,0,8,7,14,60,153,258,112,26,5,1,3,1,0,1,1,2,0,2,4,12,10,4,0,0,0,1,0,1,0,0,1,2,3,0,6,2,0,1,0,1,3,1,1,0,0,1,1,1,5,2,0,2,0,1,0,0,0,0,0,0,1,4,1,0
1,0,5,6,8,11,24,5,2,3,4,2,0,1,1,1,8,11,43,64,146,945,308,25,7,5,4,3,2,0,4,5,2,18,49,132,223,85,21,14,9,2,2,1,1,3,3,4,1,1,3,8,8,2,0,2,0,2,0,0,3,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,0,2,0,5,2,0,0
3,0,2,6,3,3,13,20,6,4,3,0,1,1,0,2,2,3,6,9,25,225,1143,137,53,22,13,5,5,0,2,0,2,1,17,42,113,187,147,60,21,11,5,3,1,0,1,1,4,3,1,13,8,14,2,1,2,1,0,0,0,2,0,3,0,0,1,2,0,1,1,0,0,2,0,0,1,0,0,3,1,3,3,3,0,1,1,1,1,2,8,5,0,0
0,0,2,1,2,3,2,13,21,18,10,6,3,1,2,1,2,3,4,7,7,36,291,551,219,65,27,9,5,2,2,1,0,2,4,17,43,176,313,215,55,25,9,3,2,0,0,0,1,0,2,3,8,6,8,6,5,2,5,1,0,0,1,2,0,0,1,0,2,3,1,4,2,1,0,0,0,1,1,0,0,1,1,3,1,3,3,1,1,0,13,12,1,0
